>> load(escalon)
Unrecognized function or variable 'escalon'.
 
>> load escalon
>> plot escalon
Error using plot
Invalid first data argument.
 
>> escalon

escalon =

         0         0         0
    0.0370         0         0
    0.0720         0         0
    0.1070         0         0
    0.1420         0         0
    0.1770         0         0
    0.2120         0         0
    0.2470         0         0
    0.2820         0         0
    0.3170         0         0
    0.3520         0         0
    0.3880         0         0
    0.4230         0         0
    0.4580         0         0
    0.4930         0         0
    0.5280         0         0
    0.5630         0         0
    0.5990         0         0
    0.6350         0         0
    0.6700         0         0
    0.7050         0         0
    0.7400         0         0
    0.7750         0         0
    0.8100         0         0
    0.8450         0         0
    0.8800         0         0
    0.9150         0         0
    0.9500         0         0
    0.9850         0         0
    1.0200         0         0
    1.0560         0         0
    1.0910         0         0
    1.1260         0         0
    1.1610         0         0
    1.1960         0         0
    1.2310         0         0
    1.2660         0         0
    1.3010         0         0
    1.3360         0         0
    1.3710         0         0
    1.4060         0         0
    1.4410         0         0
    1.4760         0         0
    1.5110         0         0
    1.5460         0         0
    1.5810         0         0
    1.6160         0         0
    1.6510         0         0
    1.6860         0         0
    1.7220         0         0
    1.7570         0         0
    1.7930         0         0
    1.8280         0         0
    1.8630         0         0
    1.8980         0         0
    1.9330         0         0
    1.9690         0         0
    2.0040         0         0
    2.0390         0         0
    2.0740         0         0
    2.1100         0         0
    2.1450         0         0
    2.1800         0         0
    2.2150         0         0
    2.2500         0         0
    2.2850         0         0
    2.3200         0         0
    2.3550         0         0
    2.3900         0         0
    2.4250         0         0
    2.4610         0         0
    2.4960         0         0
    2.5310         0         0
    2.5660         0         0
    2.6010         0         0
    2.6360         0         0
    2.6710         0         0
    2.7070         0         0
    2.7420         0         0
    2.7790         0         0
    2.8140         0         0
    2.8490         0         0
    2.8850         0         0
    2.9200         0         0
    2.9550         0         0
    2.9900         0         0
    3.0250         0         0
    3.0610         0         0
    3.0960         0         0
    3.1310         0         0
    3.1660         0         0
    3.2010         0         0
    3.2360         0         0
    3.2710         0         0
    3.3060         0         0
    3.3410         0         0
    3.3760         0         0
    3.4110         0         0
    3.4460         0         0
    3.4810         0         0
    3.5160         0         0
    3.5510         0         0
    3.5860         0         0
    3.6210         0         0
    3.6560         0         0
    3.6910         0         0
    3.7260         0         0
    3.7610         0         0
    3.7970         0         0
    3.8320         0         0
    3.8670         0         0
    3.9020         0         0
    3.9370         0         0
    3.9720         0         0
    4.0070         0         0
    4.0420         0         0
    4.0770         0         0
    4.1120         0         0
    4.1470         0         0
    4.1820         0         0
    4.2170         0         0
    4.2520         0         0
    4.2870         0         0
    4.3230         0         0
    4.3580         0         0
    4.3930         0         0
    4.4280         0         0
    4.4630         0         0
    4.4990         0         0
    4.5340         0         0
    4.5690         0         0
    4.6040         0         0
    4.6390         0         0
    4.6740         0         0
    4.7090         0         0
    4.7440         0         0
    4.7790         0         0
    4.8140         0         0
    4.8490         0         0
    4.8850         0         0
    4.9210         0         0
    4.9570         0         0
    4.9920         0         0
    5.0270         0         0
    5.0620         0         0
    5.0980         0         0
    5.1330         0         0
    5.1680         0         0
    5.2030         0         0
    5.2380         0         0
    5.2730         0         0
    5.3080         0         0
    5.3430         0         0
    5.3780         0         0
    5.4130         0         0
    5.4480         0         0
    5.4830         0         0
    5.5180         0         0
    5.5540         0         0
    5.5890         0         0
    5.6250         0         0
    5.6610         0         0
    5.6960         0         0
    5.7310         0         0
    5.7660         0         0
    5.8010         0         0
    5.8360         0         0
    5.8710    1.0000         0
    5.9060    1.0000         0
    5.9410    1.0000    0.0120
    5.9760    1.0000    0.0340
    6.0110    1.0000    0.0560
    6.0460    1.0000    0.0750
    6.0810    1.0000    0.0910
    6.1170    1.0000    0.1040
    6.1520    1.0000    0.1170
    6.1880    1.0000    0.1270
    6.2230    1.0000    0.1360
    6.2580    1.0000    0.1440
    6.2930    1.0000    0.1510
    6.3280    1.0000    0.1560
    6.3630    1.0000    0.1610
    6.3980    1.0000    0.1650
    6.4330    1.0000    0.1690
